customer_id,recharge_in_first_3_months,recharge_in_recent_month,frequency_trend
CUST90131,3,2,decreasing
CUST90132,6,7,increasing
CUST90133,1,1,Stable
CUST90134,1,1,Stable
CUST90135,4,3,decreasing
CUST90137,4,2,decreasing
CUST90138,1,2,increasing
CUST90140,4,5,increasing
CUST90141,1,1,Stable
CUST90142,2,3,increasing
CUST90143,1,1,Stable
CUST90145,5,8,increasing
CUST90146,3,2,decreasing
CUST90147,2,5,increasing
CUST90148,3,1,decreasing
CUST90149,2,2,Stable
CUST90150,2,5,increasing
CUST90152,3,4,increasing
CUST90153,6,7,increasing
CUST90154,4,2,decreasing
CUST90155,2,3,increasing
CUST90156,2,2,Stable
CUST90157,8,5,decreasing
CUST90158,1,1,Stable
CUST90159,1,1,Stable
CUST90162,1,1,Stable
CUST90163,5,2,decreasing
CUST90166,3,3,Stable
CUST90167,2,8,increasing
CUST90168,2,1,decreasing
CUST90169,4,6,increasing
CUST90170,2,1,decreasing
CUST90171,1,2,increasing
CUST90172,1,1,Stable
CUST90173,11,11,Stable
CUST90174,33,33,Stable
CUST90176,1,1,Stable
CUST90177,1,2,increasing
CUST90179,2,1,decreasing
CUST90180,14,8,decreasing
CUST90181,1,1,Stable
CUST90182,7,5,decreasing
CUST90184,1,1,Stable
CUST90185,5,7,increasing
CUST90186,3,1,decreasing
CUST90187,1,1,Stable
CUST90188,1,2,increasing
CUST90189,5,5,Stable
CUST90190,1,1,Stable
CUST90191,6,5,decreasing
CUST90192,1,1,Stable
CUST90193,2,1,decreasing
CUST90194,1,1,Stable
CUST90195,18,16,decreasing
CUST90196,2,3,increasing
CUST90198,1,1,Stable
CUST90199,5,7,increasing
CUST90200,5,3,decreasing
CUST90201,1,1,Stable
CUST90203,5,5,Stable
CUST90204,1,2,increasing
CUST90205,2,3,increasing
CUST90207,4,4,Stable
CUST90208,4,3,decreasing
CUST90209,3,4,increasing
CUST90210,4,1,decreasing
CUST90211,3,5,increasing
CUST90212,4,1,decreasing
CUST90214,1,2,increasing
CUST90215,1,3,increasing
CUST90216,7,3,decreasing
CUST90217,4,8,increasing
CUST90218,3,2,decreasing
CUST90220,3,3,Stable
CUST90221,1,1,Stable
CUST90222,15,15,Stable
CUST90224,3,2,decreasing
CUST90225,1,3,increasing
CUST90226,26,26,Stable
CUST90227,7,2,decreasing
CUST90228,1,1,Stable
CUST90231,1,1,Stable
CUST90232,1,4,increasing
CUST90234,4,4,Stable
CUST90235,4,6,increasing
CUST90236,8,3,decreasing
CUST90237,1,2,increasing
CUST90238,3,2,decreasing
CUST90239,2,1,decreasing
CUST90240,6,7,increasing
CUST90241,5,4,decreasing
CUST90243,1,1,Stable
CUST90244,1,1,Stable
CUST90245,1,1,Stable
CUST90247,2,2,Stable
CUST90248,1,3,increasing
CUST90250,3,2,decreasing
CUST90251,1,1,Stable
CUST90253,2,1,decreasing
CUST90254,10,20,increasing
CUST90255,2,2,Stable
CUST90256,1,2,increasing
CUST90257,3,3,Stable
CUST90258,2,2,Stable
CUST90259,2,2,Stable
CUST90260,4,1,decreasing
CUST90261,1,3,increasing
CUST90262,11,11,Stable
CUST90263,2,3,increasing
CUST90264,1,10,increasing
CUST90265,1,1,Stable
CUST90266,1,2,increasing
CUST90267,1,1,Stable
CUST90268,5,3,decreasing
CUST90270,3,2,decreasing
CUST90271,2,3,increasing
CUST90272,2,1,decreasing
CUST90273,2,2,Stable
CUST90274,3,1,decreasing
CUST90276,4,3,decreasing
CUST90277,1,1,Stable
CUST90278,3,1,decreasing
CUST90280,13,17,increasing
CUST90281,1,1,Stable
CUST90282,5,2,decreasing
CUST90283,5,3,decreasing
CUST90284,3,2,decreasing
CUST90285,1,1,Stable
CUST90286,1,1,Stable
CUST90287,3,4,increasing
CUST90289,2,2,Stable
CUST90290,1,3,increasing
CUST90291,5,2,decreasing
CUST90292,8,6,decreasing
CUST90293,6,6,Stable
CUST90294,1,4,increasing
CUST90295,2,6,increasing
CUST90296,3,3,Stable
CUST90297,4,4,Stable
CUST90298,2,3,increasing
CUST90299,3,2,decreasing
CUST90300,2,2,Stable
CUST90302,3,3,Stable
CUST90303,3,1,decreasing
CUST90304,5,3,decreasing
CUST90305,2,5,increasing
CUST90306,4,3,decreasing
CUST90307,3,5,increasing
CUST90308,1,1,Stable
CUST90309,1,4,increasing
CUST90310,9,1,decreasing
CUST90311,4,9,increasing
CUST90312,7,4,decreasing
CUST90313,5,4,decreasing
CUST90314,5,1,decreasing
CUST90315,4,4,Stable
CUST90316,2,2,Stable
CUST90317,1,1,Stable
CUST90318,1,1,Stable
CUST90319,2,2,Stable
CUST90320,1,2,increasing
CUST90322,1,1,Stable
CUST90324,3,5,increasing
CUST90325,35,35,Stable
CUST90326,1,1,Stable
CUST90327,6,1,decreasing
CUST90328,2,1,decreasing
CUST90329,5,5,Stable
CUST90331,1,1,Stable
CUST90332,1,1,Stable
CUST90333,4,3,decreasing
CUST90334,3,1,decreasing
CUST90336,6,5,decreasing
CUST90337,1,1,Stable
CUST90338,2,1,decreasing
CUST90339,1,3,increasing
CUST90340,3,2,decreasing
CUST90341,3,1,decreasing
CUST90342,3,5,increasing
CUST90343,1,1,Stable
CUST90345,4,2,decreasing
CUST90346,1,2,increasing
CUST90347,1,2,increasing
CUST90348,1,1,Stable
CUST90350,3,1,decreasing
CUST90351,2,2,Stable
CUST90352,12,11,decreasing
CUST90353,2,5,increasing
CUST90354,2,2,Stable
CUST90355,4,2,decreasing
CUST90356,1,1,Stable
CUST90357,1,4,increasing
CUST90358,3,4,increasing
CUST90359,1,1,Stable
CUST90360,3,4,increasing
CUST90361,1,1,Stable
CUST90362,3,1,decreasing
CUST90363,29,29,Stable
CUST90365,1,1,Stable
CUST90366,1,1,Stable
CUST90367,2,2,Stable
CUST90369,3,3,Stable
CUST90370,1,1,Stable
CUST90373,6,4,decreasing
CUST90375,1,1,Stable
CUST90376,1,1,Stable
CUST90377,1,1,Stable
CUST90378,3,2,decreasing
CUST90381,1,1,Stable
CUST90382,5,2,decreasing
CUST90384,1,1,Stable
CUST90385,3,6,increasing
CUST90386,1,1,Stable
CUST90387,36,36,Stable
CUST90388,2,2,Stable
CUST90389,2,5,increasing
CUST90390,4,3,decreasing
CUST90391,3,2,decreasing
CUST90392,9,8,decreasing
CUST90393,1,3,increasing
CUST90394,4,7,increasing
CUST90395,1,1,Stable
CUST90396,1,2,increasing
CUST90397,5,4,decreasing
CUST90398,25,25,Stable
CUST90399,2,1,decreasing
CUST90400,10,6,decreasing
CUST90401,2,3,increasing
CUST90402,24,25,increasing
CUST90403,28,28,Stable
CUST90404,2,1,decreasing
CUST90405,7,10,increasing
CUST90406,1,1,Stable
CUST90407,1,1,Stable
CUST90408,2,2,Stable
CUST90409,2,3,increasing
CUST90410,1,1,Stable
CUST90411,3,4,increasing
CUST90412,1,1,Stable
CUST90413,6,2,decreasing
CUST90414,2,1,decreasing
CUST90415,2,3,increasing
CUST90417,3,1,decreasing
CUST90418,2,2,Stable
CUST90419,2,4,increasing
CUST90420,1,2,increasing
CUST90421,2,2,Stable
CUST90422,2,1,decreasing
CUST90423,4,2,decreasing
CUST90424,4,4,Stable
CUST90426,1,1,Stable
CUST90427,2,9,increasing
CUST90428,7,1,decreasing
CUST90429,4,5,increasing
CUST90430,1,3,increasing
CUST90431,4,2,decreasing
CUST90432,17,17,Stable
CUST90433,3,3,Stable
CUST90434,4,6,increasing
CUST90435,2,2,Stable
CUST90436,4,4,Stable
CUST90437,3,5,increasing
CUST90438,1,2,increasing
CUST90439,7,2,decreasing
CUST90440,5,5,Stable
CUST90441,28,25,decreasing
CUST90443,1,1,Stable
CUST90444,1,1,Stable
CUST90445,1,2,increasing
CUST90446,1,1,Stable
CUST90448,3,5,increasing
CUST90449,2,1,decreasing
CUST90450,3,2,decreasing
CUST90451,3,1,decreasing
CUST90452,3,3,Stable
CUST90453,1,3,increasing
CUST90454,3,4,increasing
CUST90455,3,1,decreasing
CUST90456,3,2,decreasing
CUST90457,3,2,decreasing
CUST90458,2,2,Stable
CUST90459,1,1,Stable
CUST90461,2,3,increasing
CUST90462,1,3,increasing
CUST90463,2,2,Stable
CUST90465,3,4,increasing
CUST90466,36,36,Stable
CUST90468,3,4,increasing
CUST90471,5,6,increasing
CUST90472,1,2,increasing
CUST90473,2,2,Stable
CUST90474,2,1,decreasing
CUST90475,2,1,decreasing
CUST90476,2,3,increasing
CUST90477,3,1,decreasing
CUST90478,4,2,decreasing
CUST90479,2,4,increasing
CUST90480,4,6,increasing
CUST90481,24,20,decreasing
CUST90482,4,6,increasing
CUST90484,1,2,increasing
CUST90485,2,2,Stable
CUST90486,2,1,decreasing
CUST90487,14,8,decreasing
CUST90489,1,1,Stable
CUST90490,4,4,Stable
CUST90491,3,3,Stable
CUST90492,2,2,Stable
CUST90493,4,6,increasing
CUST90494,5,1,decreasing
CUST90495,21,21,Stable
CUST90496,3,1,decreasing
CUST90497,4,3,decreasing
CUST90498,1,1,Stable
CUST90499,1,2,increasing
CUST90500,6,6,Stable
CUST90501,2,2,Stable
CUST90502,1,1,Stable
CUST90503,1,1,Stable
CUST90504,21,11,decreasing
CUST90505,25,25,Stable
CUST90507,5,5,Stable
CUST90508,1,1,Stable
CUST90509,7,5,decreasing
CUST90510,2,2,Stable
CUST90512,1,1,Stable
CUST90513,1,1,Stable
CUST90514,1,2,increasing
CUST90516,7,10,increasing
CUST90517,29,29,Stable
CUST90518,3,3,Stable
CUST90519,1,2,increasing
CUST90520,4,6,increasing
CUST90521,2,3,increasing
CUST90522,2,1,decreasing
CUST90523,2,2,Stable
CUST90524,3,2,decreasing
CUST90525,2,1,decreasing
CUST90526,9,8,decreasing
CUST90527,3,3,Stable
CUST90528,2,2,Stable
CUST90530,5,3,decreasing
CUST90531,1,1,Stable
CUST90532,10,9,decreasing
CUST90533,6,4,decreasing
CUST90534,4,5,increasing
CUST90535,5,3,decreasing
CUST90536,26,26,Stable
CUST90537,5,4,decreasing
CUST90538,2,1,decreasing
CUST90539,1,3,increasing
CUST90540,3,2,decreasing
CUST90541,5,1,decreasing
CUST90543,3,4,increasing
CUST90544,2,1,decreasing
CUST90545,4,6,increasing
CUST90546,31,29,decreasing
CUST90547,5,5,Stable
CUST90548,1,2,increasing
CUST90549,7,7,Stable
CUST90550,1,2,increasing
CUST90551,1,2,increasing
CUST90552,1,1,Stable
CUST90553,2,2,Stable
CUST90555,6,4,decreasing
CUST90556,1,1,Stable
CUST90557,3,3,Stable
CUST90558,1,1,Stable
CUST90559,5,4,decreasing
CUST90560,3,4,increasing
CUST90563,9,10,increasing
CUST90564,3,2,decreasing
CUST90565,2,3,increasing
CUST90566,2,1,decreasing
CUST90567,2,2,Stable
CUST90568,3,4,increasing
CUST90569,5,3,decreasing
CUST90570,2,2,Stable
CUST90571,3,6,increasing
CUST90572,2,2,Stable
CUST90573,6,2,decreasing
CUST90574,3,2,decreasing
CUST90575,4,2,decreasing
CUST90576,2,2,Stable
CUST90577,6,5,decreasing
CUST90578,3,3,Stable
CUST90579,3,2,decreasing
CUST90581,33,33,Stable
CUST90582,3,6,increasing
CUST90583,1,3,increasing
CUST90584,1,1,Stable
CUST90586,3,3,Stable
CUST90587,1,1,Stable
CUST90588,2,2,Stable
CUST90589,6,4,decreasing
CUST90590,3,2,decreasing
CUST90591,5,9,increasing
CUST90592,4,1,decreasing
CUST90593,3,2,decreasing
CUST90595,3,1,decreasing
CUST90596,3,1,decreasing
CUST90597,4,4,Stable
CUST90598,5,6,increasing
CUST90599,1,1,Stable
CUST90600,3,3,Stable
CUST90601,4,5,increasing
CUST90602,2,3,increasing
CUST90603,1,2,increasing
CUST90605,2,1,decreasing
CUST90606,1,1,Stable
CUST90607,6,6,Stable
CUST90608,2,2,Stable
CUST90609,5,2,decreasing
CUST90610,8,4,decreasing
CUST90611,1,3,increasing
CUST90612,3,6,increasing
CUST90613,2,1,decreasing
CUST90614,7,1,decreasing
CUST90615,2,2,Stable
CUST90616,3,6,increasing
CUST90617,3,2,decreasing
CUST90618,1,1,Stable
CUST90620,1,2,increasing
CUST90621,3,3,Stable
CUST90622,2,3,increasing
CUST90623,3,8,increasing
CUST90625,1,2,increasing
CUST90626,1,2,increasing
CUST90627,2,2,Stable
CUST90628,8,4,decreasing
CUST90629,5,1,decreasing
CUST90630,1,1,Stable
CUST90631,1,1,Stable
CUST90632,2,1,decreasing
CUST90633,9,8,decreasing
CUST90634,2,2,Stable
CUST90635,2,4,increasing
CUST90636,3,1,decreasing
CUST90637,1,1,Stable
CUST90638,4,2,decreasing
CUST90639,2,1,decreasing
CUST90641,4,2,decreasing
CUST90642,2,1,decreasing
CUST90643,2,2,Stable
CUST90644,21,21,Stable
CUST90645,24,24,Stable
CUST90646,2,2,Stable
CUST90648,1,1,Stable
CUST90649,4,5,increasing
CUST90650,5,3,decreasing
CUST90651,25,25,Stable
CUST90652,5,8,increasing
CUST90653,1,3,increasing
CUST90654,3,3,Stable
CUST90655,2,3,increasing
CUST90656,3,3,Stable
CUST90657,2,2,Stable
CUST90661,1,4,increasing
CUST90662,9,4,decreasing
CUST90663,3,4,increasing
CUST90664,3,4,increasing
CUST90665,6,5,decreasing
CUST90666,3,19,increasing
CUST90667,18,21,increasing
CUST90668,4,4,Stable
CUST90669,2,3,increasing
CUST90670,20,23,increasing
CUST90671,1,2,increasing
CUST90672,2,2,Stable
CUST90673,4,1,decreasing
CUST90675,1,6,increasing
CUST90676,1,3,increasing
CUST90677,9,6,decreasing
CUST90678,1,1,Stable
CUST90679,2,1,decreasing
CUST90680,10,2,decreasing
CUST90681,2,2,Stable
CUST90682,1,2,increasing
CUST90683,3,2,decreasing
CUST90684,2,3,increasing
CUST90686,22,28,increasing
CUST90688,3,3,Stable
CUST90689,4,4,Stable
CUST90690,1,1,Stable
CUST90691,4,1,decreasing
CUST90693,1,1,Stable
CUST90694,8,4,decreasing
CUST90696,4,4,Stable
CUST90697,1,1,Stable
CUST90698,3,10,increasing
CUST90699,1,1,Stable
CUST90700,13,13,Stable
CUST90701,6,3,decreasing
CUST90702,4,2,decreasing
CUST90704,1,1,Stable
CUST90705,4,1,decreasing
CUST90707,1,1,Stable
CUST90708,1,1,Stable
CUST90709,1,3,increasing
CUST90710,2,2,Stable
CUST90711,1,1,Stable
CUST90713,21,21,Stable
CUST90714,1,1,Stable
CUST90715,2,2,Stable
CUST90717,1,2,increasing
CUST90718,4,3,decreasing
CUST90719,1,1,Stable
CUST90720,2,4,increasing
CUST90721,3,1,decreasing
CUST90722,5,3,decreasing
CUST90723,1,2,increasing
CUST90724,37,37,Stable
CUST90725,5,11,increasing
CUST90726,2,6,increasing
CUST90727,2,1,decreasing
CUST90729,2,7,increasing
CUST90730,12,8,decreasing
CUST90731,2,5,increasing
CUST90732,4,8,increasing
CUST90733,1,2,increasing
CUST90734,3,2,decreasing
CUST90735,5,5,Stable
CUST90736,5,2,decreasing
CUST90737,6,2,decreasing
CUST90738,3,3,Stable
CUST90739,4,4,Stable
CUST90740,5,3,decreasing
CUST90741,2,2,Stable
CUST90742,3,3,Stable
CUST90743,2,2,Stable
CUST90744,4,2,decreasing
CUST90747,1,1,Stable
CUST90748,3,3,Stable
CUST90750,1,2,increasing
CUST90752,5,5,Stable
CUST90754,2,2,Stable
CUST90756,5,4,decreasing
CUST90757,2,1,decreasing
CUST90758,1,1,Stable
CUST90759,1,1,Stable
CUST90760,1,2,increasing
CUST90761,8,14,increasing
CUST90762,1,2,increasing
CUST90763,1,1,Stable
CUST90765,3,3,Stable
CUST90766,1,5,increasing
CUST90767,8,8,Stable
CUST90769,34,33,decreasing
CUST90770,3,3,Stable
CUST90771,3,4,increasing
CUST90772,1,2,increasing
CUST90773,1,1,Stable
CUST90774,3,7,increasing
CUST90775,1,2,increasing
CUST90776,30,30,Stable
CUST90777,2,2,Stable
CUST90779,3,5,increasing
CUST90780,2,2,Stable
CUST90781,3,1,decreasing
CUST90782,1,2,increasing
CUST90783,2,2,Stable
CUST90784,26,29,increasing
CUST90785,2,2,Stable
CUST90786,2,4,increasing
CUST90787,3,1,decreasing
CUST90788,1,5,increasing
CUST90790,2,1,decreasing
CUST90791,5,3,decreasing
CUST90792,1,2,increasing
CUST90793,4,4,Stable
CUST90794,3,3,Stable
CUST90796,4,2,decreasing
CUST90798,2,2,Stable
CUST90799,3,5,increasing
CUST90800,3,7,increasing
CUST90801,1,1,Stable
CUST90802,1,1,Stable
CUST90803,2,2,Stable
CUST90804,2,1,decreasing
CUST90805,16,16,Stable
CUST90806,1,1,Stable
CUST90807,1,1,Stable
CUST90808,4,1,decreasing
CUST90809,1,1,Stable
CUST90810,2,5,increasing
CUST90812,6,9,increasing
CUST90813,1,3,increasing
CUST90814,1,1,Stable
CUST90815,4,4,Stable
CUST90816,2,1,decreasing
CUST90817,9,9,Stable
CUST90818,1,1,Stable
CUST90819,3,2,decreasing
CUST90820,5,3,decreasing
CUST90821,10,9,decreasing
CUST90822,3,2,decreasing
CUST90823,2,2,Stable
CUST90825,5,5,Stable
CUST90826,4,4,Stable
CUST90828,2,1,decreasing
CUST90829,2,1,decreasing
CUST90830,3,3,Stable
CUST90831,2,3,increasing
CUST90832,4,2,decreasing
CUST90833,5,4,decreasing
CUST90834,5,6,increasing
CUST90835,1,1,Stable
CUST90836,1,1,Stable
CUST90837,5,4,decreasing
CUST90838,1,1,Stable
CUST90839,1,1,Stable
CUST90840,4,8,increasing
CUST90841,2,1,decreasing
CUST90842,36,36,Stable
CUST90843,3,4,increasing
CUST90844,2,3,increasing
CUST90846,2,2,Stable
CUST90847,2,3,increasing
CUST90848,1,1,Stable
CUST90849,2,2,Stable
CUST90850,3,1,decreasing
CUST90851,1,2,increasing
CUST90852,1,1,Stable
CUST90853,1,3,increasing
CUST90854,3,2,decreasing
CUST90855,2,3,increasing
CUST90856,1,1,Stable
CUST90857,5,5,Stable
CUST90858,1,1,Stable
CUST90860,4,3,decreasing
CUST90861,2,5,increasing
CUST90862,1,1,Stable
CUST90863,2,1,decreasing
CUST90864,3,3,Stable
CUST90865,2,3,increasing
CUST90867,1,1,Stable
CUST90868,3,6,increasing
CUST90869,1,1,Stable
CUST90870,1,3,increasing
CUST90871,2,2,Stable
CUST90872,6,8,increasing
CUST90873,1,1,Stable
CUST90874,2,2,Stable
CUST90875,5,3,decreasing
CUST90876,15,15,Stable
CUST90877,1,4,increasing
CUST90878,1,1,Stable
CUST90879,1,1,Stable
CUST90880,3,4,increasing
CUST90881,5,7,increasing
CUST90882,20,19,decreasing
CUST90883,4,1,decreasing
CUST90884,4,1,decreasing
CUST90886,1,1,Stable
CUST90887,2,2,Stable
CUST90888,33,25,decreasing
CUST90889,2,1,decreasing
CUST90890,1,1,Stable
CUST90891,2,2,Stable
CUST90892,7,6,decreasing
CUST90893,8,18,increasing
CUST90894,1,2,increasing
CUST90896,2,1,decreasing
CUST90897,3,1,decreasing
CUST90898,3,3,Stable
CUST90899,3,3,Stable
CUST90900,3,1,decreasing
CUST90901,2,3,increasing
CUST90902,3,3,Stable
CUST90903,4,2,decreasing
CUST90904,2,1,decreasing
CUST90905,4,7,increasing
CUST90906,1,1,Stable
CUST90907,2,2,Stable
CUST90908,1,3,increasing
CUST90909,1,4,increasing
CUST90910,1,2,increasing
CUST90911,7,1,decreasing
CUST90913,2,1,decreasing
CUST90914,6,6,Stable
CUST90915,3,5,increasing
CUST90918,1,1,Stable
CUST90919,2,2,Stable
CUST90922,2,3,increasing
CUST90923,5,5,Stable
CUST90924,3,3,Stable
CUST90925,2,3,increasing
CUST90926,2,3,increasing
CUST90927,5,2,decreasing
CUST90928,1,1,Stable
CUST90929,2,1,decreasing
CUST90930,4,3,decreasing
CUST90931,2,3,increasing
CUST90932,7,5,decreasing
CUST90933,2,2,Stable
CUST90935,6,6,Stable
CUST90936,2,2,Stable
CUST90937,2,1,decreasing
CUST90938,2,1,decreasing
CUST90940,1,1,Stable
CUST90941,1,2,increasing
CUST90942,1,1,Stable
CUST90943,6,6,Stable
CUST90944,10,8,decreasing
CUST90946,4,3,decreasing
CUST90947,1,2,increasing
CUST90948,4,1,decreasing
CUST90949,3,1,decreasing
CUST90950,2,1,decreasing
CUST90951,3,3,Stable
CUST90953,12,12,Stable
CUST90954,3,2,decreasing
CUST90955,1,3,increasing
CUST90956,4,3,decreasing
CUST90957,2,2,Stable
CUST90958,8,3,decreasing
CUST90959,2,3,increasing
CUST90960,3,3,Stable
CUST90961,1,1,Stable
CUST90962,5,5,Stable
CUST90963,1,1,Stable
CUST90964,2,2,Stable
CUST90965,2,3,increasing
CUST90966,1,1,Stable
CUST90967,3,1,decreasing
CUST90968,2,2,Stable
CUST90969,1,3,increasing
CUST90970,6,10,increasing
CUST90971,3,6,increasing
CUST90972,1,3,increasing
CUST90974,4,5,increasing
CUST90975,4,4,Stable
CUST90976,6,6,Stable
CUST90977,2,1,decreasing
CUST90978,1,1,Stable
CUST90979,2,1,decreasing
CUST90981,7,8,increasing
CUST90983,3,2,decreasing
CUST90984,3,1,decreasing
CUST90985,1,1,Stable
CUST90987,1,3,increasing
CUST90988,3,1,decreasing
CUST90990,7,14,increasing
CUST90991,2,2,Stable
CUST90992,2,2,Stable
CUST90993,9,4,decreasing
CUST90994,5,2,decreasing
CUST90995,3,2,decreasing
CUST90996,2,2,Stable
CUST90997,3,6,increasing
CUST90998,1,1,Stable
CUST90999,10,5,decreasing
CUST91000,3,4,increasing
CUST91001,1,1,Stable
CUST91002,3,3,Stable
CUST91003,1,1,Stable
CUST91004,3,2,decreasing
CUST91006,2,2,Stable
CUST91007,1,2,increasing
CUST91008,2,2,Stable
CUST91010,1,1,Stable
CUST91011,1,1,Stable
CUST91012,3,3,Stable
CUST91013,21,21,Stable
CUST91014,1,5,increasing
CUST91015,1,4,increasing
CUST91016,1,1,Stable
CUST91017,2,3,increasing
CUST91018,2,1,decreasing
CUST91019,2,2,Stable
CUST91020,1,1,Stable
CUST91021,1,1,Stable
CUST91022,3,1,decreasing
CUST91023,11,6,decreasing
CUST91024,1,5,increasing
CUST91025,1,1,Stable
CUST91026,1,1,Stable
CUST91027,5,7,increasing
CUST91028,2,5,increasing
CUST91029,2,3,increasing
CUST91030,1,1,Stable
CUST91031,2,1,decreasing
CUST91032,1,2,increasing
CUST91035,2,1,decreasing
CUST91036,1,4,increasing
CUST91037,10,10,Stable
CUST91038,2,1,decreasing
CUST91039,2,2,Stable
CUST91040,6,5,decreasing
CUST91041,4,1,decreasing
CUST91042,4,3,decreasing
CUST91043,2,1,decreasing
CUST91044,2,2,Stable
CUST91046,2,1,decreasing
CUST91048,1,1,Stable
CUST91049,1,2,increasing
CUST91050,1,1,Stable
CUST91051,1,1,Stable
CUST91053,5,9,increasing
CUST91054,2,6,increasing
CUST91055,5,7,increasing
CUST91056,12,12,Stable
CUST91058,11,13,increasing
CUST91059,3,3,Stable
CUST91062,2,4,increasing
CUST91065,1,2,increasing
CUST91066,1,1,Stable
CUST91067,2,2,Stable
CUST91068,5,6,increasing
CUST91069,3,3,Stable
CUST91070,1,1,Stable
CUST91071,1,1,Stable
CUST91072,1,2,increasing
CUST91073,21,24,increasing
CUST91074,2,1,decreasing
CUST91075,2,5,increasing
CUST91076,1,1,Stable
CUST91077,1,2,increasing
CUST91078,8,3,decreasing
CUST91079,6,7,increasing
CUST91080,1,2,increasing
CUST91081,2,2,Stable
CUST91082,1,3,increasing
CUST91083,2,3,increasing
CUST91085,3,3,Stable
CUST91086,1,1,Stable
CUST91087,3,6,increasing
CUST91088,4,4,Stable
CUST91089,2,2,Stable
CUST91090,1,1,Stable
CUST91091,1,1,Stable
CUST91092,2,2,Stable
CUST91094,2,4,increasing
CUST91096,1,1,Stable
CUST91097,1,2,increasing
CUST91098,1,2,increasing
CUST91099,10,12,increasing
CUST91100,3,1,decreasing
CUST91101,4,2,decreasing
CUST91102,4,6,increasing
CUST91105,1,4,increasing
CUST91108,2,1,decreasing
CUST91113,1,1,Stable
CUST91114,1,1,Stable
CUST91117,4,3,decreasing
CUST91118,5,4,decreasing
CUST91119,11,10,decreasing
CUST91120,1,2,increasing
CUST91122,8,8,Stable
CUST91123,5,5,Stable
CUST91124,12,15,increasing
CUST91125,12,12,Stable
CUST91126,2,1,decreasing
CUST91127,4,4,Stable
CUST91128,5,5,Stable
CUST91129,36,36,Stable
CUST91130,3,2,decreasing
CUST91131,1,1,Stable
CUST91132,1,1,Stable
CUST91133,1,1,Stable
CUST91134,3,1,decreasing
CUST91135,3,4,increasing
CUST91136,2,3,increasing
CUST91137,3,3,Stable
CUST91138,3,1,decreasing
CUST91139,3,3,Stable
CUST91140,2,1,decreasing
CUST91141,3,2,decreasing
CUST91142,3,1,decreasing
CUST91143,2,3,increasing
CUST91144,2,2,Stable
CUST91147,7,16,increasing
CUST91148,1,3,increasing
CUST91149,1,1,Stable
CUST91150,2,1,decreasing
CUST91151,1,3,increasing
CUST91152,2,2,Stable
CUST91153,5,6,increasing
CUST91155,1,1,Stable
CUST91156,3,1,decreasing
CUST91157,7,7,Stable
CUST91158,6,5,decreasing
CUST91159,6,3,decreasing
CUST91160,1,1,Stable
CUST91161,14,11,decreasing
CUST91162,24,9,decreasing
CUST91163,18,18,Stable
CUST91164,1,1,Stable
CUST91165,4,4,Stable
CUST91166,4,3,decreasing
CUST91167,11,4,decreasing
CUST91168,2,3,increasing
CUST91169,6,4,decreasing
CUST91170,3,1,decreasing
CUST91171,1,1,Stable
CUST91172,3,1,decreasing
CUST91173,2,2,Stable
CUST91175,6,3,decreasing
CUST91178,3,4,increasing
CUST91180,1,1,Stable
CUST91182,1,1,Stable
CUST91183,1,1,Stable
CUST91185,3,1,decreasing
CUST91186,2,3,increasing
CUST91187,1,1,Stable
CUST91188,4,2,decreasing
CUST91189,20,20,Stable
CUST91190,15,13,decreasing
CUST91191,2,1,decreasing
CUST91192,20,20,Stable
CUST91194,1,1,Stable
CUST91195,3,1,decreasing
CUST91197,29,27,decreasing
CUST91199,1,2,increasing
CUST91200,2,2,Stable
CUST91201,4,4,Stable
CUST91203,1,2,increasing
CUST91204,3,2,decreasing
CUST91205,2,1,decreasing
CUST91206,6,1,decreasing
CUST91207,1,1,Stable
CUST91208,22,23,increasing
CUST91210,4,4,Stable
CUST91211,1,2,increasing
CUST91212,2,2,Stable
CUST91213,1,1,Stable
CUST91214,7,3,decreasing
CUST91216,2,4,increasing
CUST91217,2,2,Stable
CUST91219,3,1,decreasing
CUST91220,2,2,Stable
CUST91221,1,3,increasing
CUST91222,1,1,Stable
CUST91223,1,2,increasing
CUST91224,4,2,decreasing
CUST91225,9,13,increasing
CUST91226,2,1,decreasing
CUST91227,4,3,decreasing
CUST91228,2,3,increasing
CUST91229,6,12,increasing
CUST91231,3,4,increasing
CUST91232,1,2,increasing
CUST91233,4,3,decreasing
CUST91234,3,4,increasing
CUST91235,2,4,increasing
CUST91236,1,2,increasing
CUST91237,5,6,increasing
CUST91238,5,4,decreasing
CUST91239,3,1,decreasing
CUST91240,3,1,decreasing
CUST91241,2,2,Stable
CUST91243,4,4,Stable
CUST91244,2,1,decreasing
CUST91247,4,1,decreasing
CUST91248,9,5,decreasing
CUST91249,2,1,decreasing
CUST91250,9,9,Stable
CUST91252,2,4,increasing
CUST91253,3,6,increasing
CUST91254,2,2,Stable
CUST91255,1,1,Stable
CUST91256,15,20,increasing
CUST91257,1,1,Stable
CUST91258,1,2,increasing
CUST91260,1,1,Stable
CUST91261,1,2,increasing
CUST91262,1,2,increasing
CUST91263,3,2,decreasing
CUST91264,3,3,Stable
CUST91265,4,3,decreasing
CUST91268,1,2,increasing
CUST91269,3,2,decreasing
CUST91270,2,3,increasing
CUST91271,1,1,Stable
CUST91272,3,2,decreasing
CUST91273,2,3,increasing
